Subject,Condition,Profi_CAT,CorrectAnswer,Trial,word1,word2,word3,word4,word4.ACC,word4.CRESP,word4.RESP,word4.RT,Age,TotalSocialSkill,TotalAttentionToDetail,TotalAttentionSwitching,TotalCommunication,Totalimagination,TotalSystemizing,TotalExtraversion,TotalAgreeableness,TotalConscientiousness,TotalNeuroticism,TotalOpeness,Proficiency,criticalWord,Category,item,item_check,accuracy
1,T5,1,0,37,All,fish,are,piranha ,0,m,TRUE,1109,22,4,5,9,4,4,74,20,36,32,39,31,low,piranha ,fish,41,piranha _41_41,0
1,T6,1,0,38,All,jasmines,are,fruits,1,m,FALSE,2796,22,4,5,9,4,4,74,20,36,32,39,31,low,jasmines,fruits,26,jasmines_26_26,1
1,T1,1,0,40,Some ,ladybugs,are,insects,0,m,TRUE,454,22,4,5,9,4,4,74,20,36,32,39,31,low,ladybugs,insects,27,ladybugs_27_27,1
1,T2,1,1,41,Some ,birds,are,ducks,1,c,TRUE,976,22,4,5,9,4,4,74,20,36,32,39,31,low,ducks,birds,15,ducks_15_15,1
1,T3,1,0,42,Some ,coconuts,are,flowers,1,m,FALSE,778,22,4,5,9,4,4,74,20,36,32,39,31,low,coconuts,flowers,10,coconuts_10_10,1
1,T4,1,1,43,All,iguanas,are,reptiles,1,c,TRUE,531,22,4,5,9,4,4,74,20,36,32,39,31,low,iguanas,reptiles,25,iguanas_25_25,1
1,T5,1,0,44,All,fish,are,stingrays,0,m,TRUE,1074,22,4,5,9,4,4,74,20,36,32,39,31,low,stingrays,fish,50,stingrays_50_50,0
1,T6,1,0,45,All,tulips,are,fruits,1,m,FALSE,814,22,4,5,9,4,4,74,20,36,32,39,31,low,tulips,fruits,53,tulips_53_53,1
1,T1,1,0,46,Some ,bees,are,insects,0,m,TRUE,1206,22,4,5,9,4,4,74,20,36,32,39,31,low,bees,insects,5,bees_5_5,1
1,T2,1,1,47,Some ,birds,are,flamingoes,1,c,TRUE,1093,22,4,5,9,4,4,74,20,36,32,39,31,low,flamingoes,birds,19,flamingoes_19_19,1
1,T3,1,0,48,Some ,bananas,are,flowers,1,m,FALSE,771,22,4,5,9,4,4,74,20,36,32,39,31,low,bananas,flowers,4,bananas_4_4,1
1,T4,1,1,49,All,frogs,are,reptiles,1,c,TRUE,1349,22,4,5,9,4,4,74,20,36,32,39,31,low,frogs,reptiles,20,frogs_20_20,1
1,T5,1,0,50,All,fish,are,tuna,0,m,TRUE,1408,22,4,5,9,4,4,74,20,36,32,39,31,low,tuna,fish,54,tuna_54_54,0
1,T6,1,0,51,All,daisies,are,fruits,1,m,FALSE,789,22,4,5,9,4,4,74,20,36,32,39,31,low,daisies,fruits,12,daisies_12_12,1
1,T1,1,0,52,Some ,dragonflies,are,insects,0,m,TRUE,480,22,4,5,9,4,4,74,20,36,32,39,31,low,dragonflies,insects,14,dragonflies_14_14,1
1,T2,1,1,53,Some ,birds,are,peacocks,1,c,TRUE,1369,22,4,5,9,4,4,74,20,36,32,39,31,low,peacocks,birds,38,peacocks_38_38,1
1,T3,1,0,54,Some ,mangos,are,flowers,1,m,FALSE,4688,22,4,5,9,4,4,74,20,36,32,39,31,low,mangos,flowers,31,mangos_31_31,1
1,T4,1,1,55,All,alligators,are,reptiles,1,c,TRUE,951,22,4,5,9,4,4,74,20,36,32,39,31,low,alligators,reptiles,1,alligators_1_1,1
1,T5,1,0,56,All,fish,are,sardines,0,m,TRUE,887,22,4,5,9,4,4,74,20,36,32,39,31,low,sardines,fish,46,sardines_46_46,0
1,T6,1,0,57,All,rafflesias,are,fruits,1,m,FALSE,2618,22,4,5,9,4,4,74,20,36,32,39,31,low,rafflesias,fruits,43,rafflesias_43_43,1
2,T1,2,0,2,Some ,eagles,are,birds,0,m,TRUE,541,19,5,3,6,6,2,76,26,37,30,29,38,high,eagles,birds,17,eagles_17_17,1
2,T2,2,1,3,Some ,fruits,are,pineapples,1,c,TRUE,709,19,5,3,6,6,2,76,26,37,30,29,38,high,pineapples,fruits,40,pineapples_40_40,1
2,T3,2,0,4,Some ,snakes,are,insects,0,m,TRUE,1022,19,5,3,6,6,2,76,26,37,30,29,38,high,snakes,insects,48,snakes_48_48,0
2,T4,2,1,5,All,sharks,are,fish,1,c,TRUE,1136,19,5,3,6,6,2,76,26,37,30,29,38,high,sharks,fish,47,sharks_47_47,1
2,T5,2,0,6,All,flowers,are,lavender,1,m,FALSE,1054,19,5,3,6,6,2,76,26,37,30,29,38,high,lavender,flowers,28,lavender_28_28,1
2,T6,2,0,7,All,butterflies,are,reptiles,1,m,FALSE,735,19,5,3,6,6,2,76,26,37,30,29,38,high,butterflies,reptiles,6,butterflies_6_6,1
2,T1,2,0,8,Some ,owls,are,birds,0,m,TRUE,1155,19,5,3,6,6,2,76,26,37,30,29,38,high,owls,birds,35,owls_35_35,1
2,T2,2,1,9,Some ,fruits,are,strawberries,1,c,TRUE,1501,19,5,3,6,6,2,76,26,37,30,29,38,high,strawberries,fruits,51,strawberries_51_51,1
2,T3,2,0,10,Some ,dinosaurs,are,insects ,1,m,FALSE,636,19,5,3,6,6,2,76,26,37,30,29,38,high,dinosaurs,insects ,13,dinosaurs_13_13,1
2,T4,2,1,11,All,salmons,are,fish,1,c,TRUE,493,19,5,3,6,6,2,76,26,37,30,29,38,high,salmons,fish,45,salmons_45_45,1
2,T5,2,0,12,All,flowers,are,lilies,1,m,FALSE,1160,19,5,3,6,6,2,76,26,37,30,29,38,high,lilies,flowers,29,lilies_29_29,1
2,T6,2,0,13,All,mosquitoes,are,reptiles,1,m,FALSE,617,19,5,3,6,6,2,76,26,37,30,29,38,high,mosquitoes,reptiles,32,mosquitoes_32_32,1
2,T1,2,0,14,Some ,penguins,are,birds,0,m,TRUE,1276,19,5,3,6,6,2,76,26,37,30,29,38,high,penguins,birds,39,penguins_39_39,1
2,T2,2,1,15,Some ,fruits,are,watermelons,1,c,TRUE,1544,19,5,3,6,6,2,76,26,37,30,29,38,high,watermelons,fruits,55,watermelons_55_55,1
2,T3,2,0,16,Some ,chameleons,are,insects,1,m,FALSE,1078,19,5,3,6,6,2,76,26,37,30,29,38,high,chameleons,insects,8,chameleons_8_8,1
2,T4,2,1,17,All,anchovies,are,fish,1,c,TRUE,896,19,5,3,6,6,2,76,26,37,30,29,38,high,anchovies,fish,2,anchovies_2_2,1
2,T5,2,0,18,All,flowers,are,hibiscuses,1,m,FALSE,696,19,5,3,6,6,2,76,26,37,30,29,38,high,hibiscuses,flowers,24,hibiscuses_24_24,1
2,T6,2,0,19,All,cockroaches,are,reptiles,1,m,FALSE,753,19,5,3,6,6,2,76,26,37,30,29,38,high,cockroaches,reptiles,9,cockroaches_9_9,1
2,T1,2,0,21,Some ,parrots,are,birds,0,m,TRUE,1124,19,5,3,6,6,2,76,26,37,30,29,38,high,parrots,birds,37,parrots_37_37,1
2,T2,2,1,22,Some ,fruits,are,papayas,1,c,TRUE,1118,19,5,3,6,6,2,76,26,37,30,29,38,high,papayas,fruits,36,papayas_36_36,1
2,T3,2,0,23,Some ,tortoises,are,insects,1,m,FALSE,562,19,5,3,6,6,2,76,26,37,30,29,38,high,tortoises,insects,52,tortoises_52_52,1
2,T4,2,1,24,All,eels,are,fish,1,c,TRUE,644,19,5,3,6,6,2,76,26,37,30,29,38,high,eels,fish,18,eels_18_18,1
2,T5,2,0,25,All,flowers,are,roses,1,m,FALSE,1348,19,5,3,6,6,2,76,26,37,30,29,38,high,roses,flowers,44,roses_44_44,1
2,T6,2,0,26,All,grasshoppers,are,reptiles,1,m,FALSE,713,19,5,3,6,6,2,76,26,37,30,29,38,high,grasshoppers,reptiles,22,grasshoppers_22_22,1
2,T1,2,0,27,Some ,sparrows,are,birds,0,m,TRUE,571,19,5,3,6,6,2,76,26,37,30,29,38,high,sparrows,birds,49,sparrows_49_49,1
2,T2,2,1,28,Some ,fruits,are,grapes,1,c,TRUE,648,19,5,3,6,6,2,76,26,37,30,29,38,high,grapes,fruits,21,grapes_21_21,1
2,T3,2,0,29,Some ,lizards,are,insects,1,m,FALSE,590,19,5,3,6,6,2,76,26,37,30,29,38,high,lizards,insects,30,lizards_30_30,1
2,T4,2,1,30,All,guppies,are,fish,1,c,TRUE,446,19,5,3,6,6,2,76,26,37,30,29,38,high,guppies,fish,23,guppies_23_23,1
2,T5,2,0,31,All,flowers,are,orchids,1,m,FALSE,1076,19,5,3,6,6,2,76,26,37,30,29,38,high,orchids,flowers,33,orchids_33_33,1
2,T6,2,0,32,All,ants,are,reptiles,1,m,FALSE,679,19,5,3,6,6,2,76,26,37,30,29,38,high,ants,reptiles,3,ants_3_3,1
2,T1,2,0,33,Some ,ostriches,are,birds,0,m,TRUE,407,19,5,3,6,6,2,76,26,37,30,29,38,high,ostriches,birds,34,ostriches_34_34,1
2,T2,2,1,34,Some ,fruits,are,durians,1,c,TRUE,669,19,5,3,6,6,2,76,26,37,30,29,38,high,durians,fruits,16,durians_16_16,1
2,T3,2,0,35,Some ,crocodiles,are,insects,1,m,FALSE,597,19,5,3,6,6,2,76,26,37,30,29,38,high,crocodiles,insects,11,crocodiles_11_11,1
2,T4,2,1,36,All,piranha ,are,fish,1,c,TRUE,604,19,5,3,6,6,2,76,26,37,30,29,38,high,piranha ,fish,41,piranha _41_41,1
2,T5,2,0,37,All,flowers,are,jasmines,0,m,TRUE,796,19,5,3,6,6,2,76,26,37,30,29,38,high,jasmines,flowers,26,jasmines_26_26,0
2,T6,2,0,38,All,caterpillars,are,reptiles,1,m,FALSE,722,19,5,3,6,6,2,76,26,37,30,29,38,high,caterpillars,reptiles,7,caterpillars_7_7,1
2,T1,2,0,40,Some ,ducks,are,birds,0,m,TRUE,483,19,5,3,6,6,2,76,26,37,30,29,38,high,ducks,birds,15,ducks_15_15,1
2,T2,2,1,41,Some ,fruits,are,coconuts,1,c,TRUE,567,19,5,3,6,6,2,76,26,37,30,29,38,high,coconuts,fruits,10,coconuts_10_10,1
2,T3,2,0,42,Some ,iguanas,are,insects,1,m,FALSE,587,19,5,3,6,6,2,76,26,37,30,29,38,high,iguanas,insects,25,iguanas_25_25,1
2,T4,2,1,43,All,stingrays,are,fish,1,c,TRUE,430,19,5,3,6,6,2,76,26,37,30,29,38,high,stingrays,fish,50,stingrays_50_50,1
2,T5,2,0,44,All,flowers,are,tulips,1,m,FALSE,1005,19,5,3,6,6,2,76,26,37,30,29,38,high,tulips,flowers,53,tulips_53_53,1
2,T6,2,0,45,All,ladybugs,are,reptiles,1,m,FALSE,551,19,5,3,6,6,2,76,26,37,30,29,38,high,ladybugs,reptiles,27,ladybugs_27_27,1
2,T1,2,0,46,Some ,flamingoes,are,birds,0,m,TRUE,781,19,5,3,6,6,2,76,26,37,30,29,38,high,flamingoes,birds,19,flamingoes_19_19,1
2,T2,2,1,47,Some ,fruits,are,bananas,1,c,TRUE,1612,19,5,3,6,6,2,76,26,37,30,29,38,high,bananas,fruits,4,bananas_4_4,1
2,T3,2,0,48,Some ,frogs,are,insects,1,m,FALSE,564,19,5,3,6,6,2,76,26,37,30,29,38,high,frogs,insects,20,frogs_20_20,1
2,T4,2,1,49,All,tuna,are,fish,1,c,TRUE,624,19,5,3,6,6,2,76,26,37,30,29,38,high,tuna,fish,54,tuna_54_54,1
2,T5,2,0,50,All,flowers,are,daisies,1,m,FALSE,546,19,5,3,6,6,2,76,26,37,30,29,38,high,daisies,flowers,12,daisies_12_12,1
2,T6,2,0,51,All,bees,are,reptiles,1,m,FALSE,467,19,5,3,6,6,2,76,26,37,30,29,38,high,bees,reptiles,5,bees_5_5,1
2,T1,2,0,52,Some ,peacocks,are,birds,0,m,TRUE,466,19,5,3,6,6,2,76,26,37,30,29,38,high,peacocks,birds,38,peacocks_38_38,1
2,T2,2,1,53,Some ,fruits,are,mangos,1,c,TRUE,967,19,5,3,6,6,2,76,26,37,30,29,38,high,mangos,fruits,31,mangos_31_31,1
2,T3,2,0,54,Some ,alligators,are,insects,1,m,FALSE,567,19,5,3,6,6,2,76,26,37,30,29,38,high,alligators,insects,1,alligators_1_1,1
2,T4,2,1,55,All,sardines,are,fish,1,c,TRUE,473,19,5,3,6,6,2,76,26,37,30,29,38,high,sardines,fish,46,sardines_46_46,1
2,T5,2,0,56,All,flowers,are,rafflesias,1,m,FALSE,988,19,5,3,6,6,2,76,26,37,30,29,38,high,rafflesias,flowers,43,rafflesias_43_43,1
2,T6,2,0,57,All,dragonflies,are,reptiles,1,m,FALSE,624,19,5,3,6,6,2,76,26,37,30,29,38,high,dragonflies,reptiles,14,dragonflies_14_14,1
3,T1,1,0,2,Some ,pineapples,are,fruits,0,m,TRUE,726,20,2,8,3,4,4,88,30,21,27,28,39,low,pineapples,fruits,40,pineapples_40_40,1
3,T2,1,1,3,Some ,reptiles,are,snakes,1,c,TRUE,2076,20,2,8,3,4,4,88,30,21,27,28,39,low,snakes,reptiles,48,snakes_48_48,1
3,T3,1,0,4,Some ,sharks,are,birds,1,m,FALSE,2054,20,2,8,3,4,4,88,30,21,27,28,39,low,sharks,birds,47,sharks_47_47,1
3,T4,1,1,5,All,lavender,are,flowers,1,c,TRUE,618,20,2,8,3,4,4,88,30,21,27,28,39,low,lavender,flowers,28,lavender_28_28,1
3,T5,1,0,6,All,insects,are,butterflies,1,m,FALSE,1767,20,2,8,3,4,4,88,30,21,27,28,39,low,butterflies,insects,6,butterflies_6_6,1
3,T6,1,0,7,All,eagles,are,fish,1,m,FALSE,1254,20,2,8,3,4,4,88,30,21,27,28,39,low,eagles,fish,17,eagles_17_17,1
3,T1,1,0,8,Some ,strawberries,are,fruits,1,m,FALSE,2651,20,2,8,3,4,4,88,30,21,27,28,39,low,strawberries,fruits,51,strawberries_51_51,0
3,T2,1,1,9,Some ,reptiles,are,dinosaurs,0,c,FALSE,3562,20,2,8,3,4,4,88,30,21,27,28,39,low,dinosaurs,reptiles,13,dinosaurs_13_13,0
3,T3,1,0,10,Some ,salmons,are,birds,1,m,FALSE,925,20,2,8,3,4,4,88,30,21,27,28,39,low,salmons,birds,45,salmons_45_45,1
3,T4,1,1,11,All,lilies,are,flowers,1,c,TRUE,519,20,2,8,3,4,4,88,30,21,27,28,39,low,lilies,flowers,29,lilies_29_29,1
3,T5,1,0,12,All,insects,are,mosquitoes,0,m,TRUE,2933,20,2,8,3,4,4,88,30,21,27,28,39,low,mosquitoes,insects,32,mosquitoes_32_32,0
3,T6,1,0,13,All,owls,are,fish,1,m,FALSE,1578,20,2,8,3,4,4,88,30,21,27,28,39,low,owls,fish,35,owls_35_35,1
3,T1,1,0,14,Some ,watermelons,are,fruits,0,m,TRUE,2562,20,2,8,3,4,4,88,30,21,27,28,39,low,watermelons,fruits,55,watermelons_55_55,1
3,T2,1,1,15,Some ,reptiles,are,chameleons,1,c,TRUE,994,20,2,8,3,4,4,88,30,21,27,28,39,low,chameleons,reptiles,8,chameleons_8_8,1
3,T3,1,0,16,Some ,anchovies,are,birds,1,m,FALSE,990,20,2,8,3,4,4,88,30,21,27,28,39,low,anchovies,birds,2,anchovies_2_2,1
3,T4,1,1,17,All,hibiscuses,are,flowers,1,c,TRUE,511,20,2,8,3,4,4,88,30,21,27,28,39,low,hibiscuses,flowers,24,hibiscuses_24_24,1
3,T5,1,0,18,All,insects,are,cockroaches,0,m,TRUE,1633,20,2,8,3,4,4,88,30,21,27,28,39,low,cockroaches,insects,9,cockroaches_9_9,0
3,T6,1,0,19,All,penguins,are,fish,1,m,FALSE,1894,20,2,8,3,4,4,88,30,21,27,28,39,low,penguins,fish,39,penguins_39_39,1
3,T1,1,0,21,Some ,papayas,are,fruits,0,m,TRUE,484,20,2,8,3,4,4,88,30,21,27,28,39,low,papayas,fruits,36,papayas_36_36,1
3,T2,1,1,22,Some ,reptiles,are,tortoises,0,c,FALSE,722,20,2,8,3,4,4,88,30,21,27,28,39,low,tortoises,reptiles,52,tortoises_52_52,0
3,T3,1,0,23,Some ,eels,are,birds,1,m,FALSE,1052,20,2,8,3,4,4,88,30,21,27,28,39,low,eels,birds,18,eels_18_18,1
3,T4,1,1,24,All,roses,are,flowers,1,c,TRUE,428,20,2,8,3,4,4,88,30,21,27,28,39,low,roses,flowers,44,roses_44_44,1
3,T5,1,0,25,All,insects,are,grasshoppers,0,m,TRUE,1901,20,2,8,3,4,4,88,30,21,27,28,39,low,grasshoppers,insects,22,grasshoppers_22_22,0
3,T6,1,0,26,All,parrots,are,fish,1,m,FALSE,2119,20,2,8,3,4,4,88,30,21,27,28,39,low,parrots,fish,37,parrots_37_37,1
3,T1,1,0,27,Some ,grapes,are,fruits,0,m,TRUE,892,20,2,8,3,4,4,88,30,21,27,28,39,low,grapes,fruits,21,grapes_21_21,1
3,T2,1,1,28,Some ,reptiles,are,lizards,0,c,FALSE,2105,20,2,8,3,4,4,88,30,21,27,28,39,low,lizards,reptiles,30,lizards_30_30,0
3,T3,1,0,29,Some ,guppies,are,birds,1,m,FALSE,4358,20,2,8,3,4,4,88,30,21,27,28,39,low,guppies,birds,23,guppies_23_23,1
3,T4,1,1,30,All,orchids,are,flowers,1,c,TRUE,409,20,2,8,3,4,4,88,30,21,27,28,39,low,orchids,flowers,33,orchids_33_33,1
3,T5,1,0,31,All,insects,are,ants,1,m,FALSE,936,20,2,8,3,4,4,88,30,21,27,28,39,low,ants,insects,3,ants_3_3,1
3,T6,1,0,32,All,sparrows,are,fish,1,m,FALSE,990,20,2,8,3,4,4,88,30,21,27,28,39,low,sparrows,fish,49,sparrows_49_49,1
3,T1,1,0,33,Some ,durians,are,fruits,1,m,FALSE,2299,20,2,8,3,4,4,88,30,21,27,28,39,low,durians,fruits,16,durians_16_16,0
3,T2,1,1,34,Some ,reptiles,are,crocodiles,1,c,TRUE,1190,20,2,8,3,4,4,88,30,21,27,28,39,low,crocodiles,reptiles,11,crocodiles_11_11,1
3,T3,1,0,35,Some ,piranha,are,birds,1,m,FALSE,654,20,2,8,3,4,4,88,30,21,27,28,39,low,piranha,birds,41,piranha_41_41,1
3,T4,1,1,36,All,jasmines,are,flowers,1,c,TRUE,386,20,2,8,3,4,4,88,30,21,27,28,39,low,jasmines,flowers,26,jasmines_26_26,1
3,T5,1,0,37,All,insects,are,caterpillars,0,m,TRUE,1390,20,2,8,3,4,4,88,30,21,27,28,39,low,caterpillars,insects,7,caterpillars_7_7,0
3,T6,1,0,38,All,ostriches,are,fish,1,m,FALSE,705,20,2,8,3,4,4,88,30,21,27,28,39,low,ostriches,fish,34,ostriches_34_34,1
3,T1,1,0,40,Some ,coconuts,are,fruits,0,m,TRUE,982,20,2,8,3,4,4,88,30,21,27,28,39,low,coconuts,fruits,10,coconuts_10_10,1
3,T2,1,1,41,Some ,reptiles,are,iguanas,1,c,TRUE,634,20,2,8,3,4,4,88,30,21,27,28,39,low,iguanas,reptiles,25,iguanas_25_25,1
3,T3,1,0,42,Some ,stingrays,are,birds,0,m,TRUE,1117,20,2,8,3,4,4,88,30,21,27,28,39,low,stingrays,birds,50,stingrays_50_50,0
3,T4,1,1,43,All,tulips,are,flowers,1,c,TRUE,819,20,2,8,3,4,4,88,30,21,27,28,39,low,tulips,flowers,53,tulips_53_53,1
3,T5,1,0,44,All,insects,are,ladybugs,0,m,TRUE,1031,20,2,8,3,4,4,88,30,21,27,28,39,low,ladybugs,insects,27,ladybugs_27_27,0
3,T6,1,0,45,All,ducks,are,fish,1,m,FALSE,590,20,2,8,3,4,4,88,30,21,27,28,39,low,ducks,fish,15,ducks_15_15,1
3,T1,1,0,46,Some ,bananas,are,fruits,0,m,TRUE,563,20,2,8,3,4,4,88,30,21,27,28,39,low,bananas,fruits,4,bananas_4_4,1
3,T2,1,1,47,Some ,reptiles,are,frogs,0,c,FALSE,2537,20,2,8,3,4,4,88,30,21,27,28,39,low,frogs,reptiles,20,frogs_20_20,0
3,T3,1,0,48,Some ,tuna,are,birds,1,m,FALSE,1505,20,2,8,3,4,4,88,30,21,27,28,39,low,tuna,birds,54,tuna_54_54,1
3,T4,1,1,49,All,daisies,are,flowers,1,c,TRUE,362,20,2,8,3,4,4,88,30,21,27,28,39,low,daisies,flowers,12,daisies_12_12,1
3,T5,1,0,50,All,insects,are,bees,0,m,TRUE,868,20,2,8,3,4,4,88,30,21,27,28,39,low,bees,insects,5,bees_5_5,0
3,T6,1,0,51,All,flamingoes,are,fish,1,m,FALSE,2560,20,2,8,3,4,4,88,30,21,27,28,39,low,flamingoes,fish,19,flamingoes_19_19,1
3,T1,1,0,52,Some ,mangos,are,fruits,0,m,TRUE,1432,20,2,8,3,4,4,88,30,21,27,28,39,low,mangos,fruits,31,mangos_31_31,1
3,T2,1,1,53,Some ,reptiles,are,alligators,1,c,TRUE,1109,20,2,8,3,4,4,88,30,21,27,28,39,low,alligators,reptiles,1,alligators_1_1,1
3,T3,1,0,54,Some ,sardines,are,birds,1,m,FALSE,1367,20,2,8,3,4,4,88,30,21,27,28,39,low,sardines,birds,46,sardines_46_46,1
3,T4,1,1,55,All,rafflesias,are,flowers,1,c,TRUE,419,20,2,8,3,4,4,88,30,21,27,28,39,low,rafflesias,flowers,43,rafflesias_43_43,1
3,T5,1,0,56,All,insects,are,dragonflies,0,m,TRUE,1276,20,2,8,3,4,4,88,30,21,27,28,39,low,dragonflies,insects,14,dragonflies_14_14,0
3,T6,1,0,57,All,peacocks,are,fish,1,m,FALSE,1228,20,2,8,3,4,4,88,30,21,27,28,39,low,peacocks,fish,38,peacocks_38_38,1
4,T1,1,0,2,Some ,snakes,are,reptiles,0,m,TRUE,1006,23,6,6,4,3,2,80,20,35,33,16,43,low,snakes,reptiles,48,snakes_48_48,1
4,T2,1,1,3,Some ,fish,are,sharks,1,c,TRUE,1611,23,6,6,4,3,2,80,20,35,33,16,43,low,sharks,fish,47,sharks_47_47,1
